state,county,candidate,party,votes
Florida,Union County,Rocky De La Fuente,ALI,4
Florida,Union County,Gloria La Riva,PSL,3
Florida,Volusia County,Donald Trump,REP,173544
Florida,Volusia County,Joe Biden,DEM,130395
Florida,Volusia County,Jo Jorgensen,LIB,2151
Florida,Volusia County,Howie Hawkins,GRN,389
Florida,Volusia County,Gloria La Riva,PSL,172
Florida,Volusia County,Rocky De La Fuente,ALI,160
Florida,Volusia County,Don Blankenship,CST,141
Florida,Wakulla County,Donald Trump,REP,12868
Florida,Wakulla County,Joe Biden,DEM,5346
Florida,Wakulla County,Jo Jorgensen,LIB,133
Florida,Wakulla County, Write-ins,WRI,44
Florida,Wakulla County,Howie Hawkins,GRN,18
Florida,Wakulla County,Don Blankenship,CST,10
Florida,Wakulla County,Rocky De La Fuente,ALI,10
Florida,Wakulla County,Gloria La Riva,PSL,6
Florida,Walton County,Donald Trump,REP,32924
Florida,Walton County,Joe Biden,DEM,10333
Florida,Walton County,Jo Jorgensen,LIB,335
Florida,Walton County,Howie Hawkins,GRN,43
Florida,Walton County,Rocky De La Fuente,ALI,16
Florida,Walton County,Gloria La Riva,PSL,15
Florida,Walton County,Don Blankenship,CST,13
Florida,Washington County,Donald Trump,REP,9869
Florida,Washington County,Joe Biden,DEM,2344
Florida,Washington County,Jo Jorgensen,LIB,69
Florida,Washington County,Howie Hawkins,GRN,15
Florida,Washington County,Gloria La Riva,PSL,10
Florida,Washington County, Write-ins,WRI,8
Florida,Washington County,Don Blankenship,CST,5
Florida,Washington County,Rocky De La Fuente,ALI,5
Georgia,Appling County,Donald Trump,REP,6526
Georgia,Appling County,Joe Biden,DEM,1779
Georgia,Appling County,Jo Jorgensen,LIB,36
Georgia,Atkinson County,Donald Trump,REP,2300
Georgia,Atkinson County,Joe Biden,DEM,825
Georgia,Atkinson County,Jo Jorgensen,LIB,30
Georgia,Atkinson County, Write-ins,WRI,0
Georgia,Bacon County,Donald Trump,REP,4018
Georgia,Bacon County,Joe Biden,DEM,625
Georgia,Bacon County,Jo Jorgensen,LIB,25
Georgia,Bacon County, Write-ins,WRI,0
Georgia,Baker County,Donald Trump,REP,894
Georgia,Baker County,Joe Biden,DEM,652
Georgia,Baker County,Jo Jorgensen,LIB,6
Georgia,Baker County, Write-ins,WRI,0
Georgia,Baldwin County,Joe Biden,DEM,9106
Georgia,Baldwin County,Donald Trump,REP,8893
Georgia,Baldwin County,Jo Jorgensen,LIB,206
Georgia,Baldwin County, Write-ins,WRI,0
Georgia,Banks County,Donald Trump,REP,7774
Georgia,Banks County,Joe Biden,DEM,926
Georgia,Banks County,Jo Jorgensen,LIB,74
Georgia,Banks County, Write-ins,WRI,12
Georgia,Barrow County,Donald Trump,REP,26794
Georgia,Barrow County,Joe Biden,DEM,10448
Georgia,Barrow County,Jo Jorgensen,LIB,662
Georgia,Barrow County, Write-ins,WRI,96
Georgia,Bartow County,Donald Trump,REP,37623
Georgia,Bartow County,Joe Biden,DEM,12053
Georgia,Bartow County,Jo Jorgensen,LIB,699
Georgia,Ben Hill County,Donald Trump,REP,4109
Georgia,Ben Hill County,Joe Biden,DEM,2392
Georgia,Ben Hill County,Jo Jorgensen,LIB,58
Georgia,Ben Hill County, Write-ins,WRI,0
Georgia,Berrien County,Donald Trump,REP,6409
Georgia,Berrien County,Joe Biden,DEM,1268
Georgia,Berrien County,Jo Jorgensen,LIB,54
Georgia,Berrien County, Write-ins,WRI,0
Georgia,Bibb County,Joe Biden,DEM,43234
Georgia,Bibb County,Donald Trump,REP,26506
Georgia,Bibb County,Jo Jorgensen,LIB,740
Georgia,Bibb County, Write-ins,WRI,143
Georgia,Bleckley County,Donald Trump,REP,4326
Georgia,Bleckley County,Joe Biden,DEM,1311
Georgia,Bleckley County,Jo Jorgensen,LIB,67
Georgia,Bleckley County, Write-ins,WRI,0
Georgia,Brantley County,Donald Trump,REP,6980
Georgia,Brantley County,Joe Biden,DEM,697
Georgia,Brantley County,Jo Jorgensen,LIB,54
Georgia,Brooks County,Donald Trump,REP,4248
Georgia,Brooks County,Joe Biden,DEM,2780
Georgia,Brooks County,Jo Jorgensen,LIB,49
Georgia,Brooks County, Write-ins,WRI,0
Georgia,Bryan County,Donald Trump,REP,14242
Georgia,Bryan County,Joe Biden,DEM,6739
Georgia,Bryan County,Jo Jorgensen,LIB,357
Georgia,Bulloch County,Donald Trump,REP,18358
Georgia,Bulloch County,Joe Biden,DEM,11198
Georgia,Bulloch County,Jo Jorgensen,LIB,454
Georgia,Bulloch County, Write-ins,WRI,0
Georgia,Burke County,Donald Trump,REP,5399
Georgia,Burke County,Joe Biden,DEM,5206
Georgia,Burke County,Jo Jorgensen,LIB,75
Georgia,Butts County,Donald Trump,REP,8403
Georgia,Butts County,Joe Biden,DEM,3271
Georgia,Butts County,Jo Jorgensen,LIB,91
Georgia,Butts County, Write-ins,WRI,21
Georgia,Calhoun County,Joe Biden,DEM,1259
Georgia,Calhoun County,Donald Trump,REP,923
Georgia,Calhoun County,Jo Jorgensen,LIB,11
Georgia,Calhoun County, Write-ins,WRI,0
Georgia,Camden County,Donald Trump,REP,15242
Georgia,Camden County,Joe Biden,DEM,7963
Georgia,Camden County,Jo Jorgensen,LIB,466
Georgia,Candler County,Donald Trump,REP,3129
Georgia,Candler County,Joe Biden,DEM,1257
Georgia,Candler County,Jo Jorgensen,LIB,29
Georgia,Candler County, Write-ins,WRI,4
Georgia,Carroll County,Donald Trump,REP,37444
Georgia,Carroll County,Joe Biden,DEM,16212
Georgia,Carroll County,Jo Jorgensen,LIB,760
Georgia,Carroll County, Write-ins,WRI,0
Georgia,Catoosa County,Donald Trump,REP,25142
Georgia,Catoosa County,Joe Biden,DEM,6927
Georgia,Catoosa County,Jo Jorgensen,LIB,491
Georgia,Catoosa County, Write-ins,WRI,99
Georgia,Charlton County,Donald Trump,REP,3419
Georgia,Charlton County,Joe Biden,DEM,1100
Georgia,Charlton County,Jo Jorgensen,LIB,44
Georgia,Charlton County, Write-ins,WRI,0
Georgia,Chatham County,Joe Biden,DEM,78128
Georgia,Chatham County,Donald Trump,REP,53173
Georgia,Chatham County,Jo Jorgensen,LIB,1914
Georgia,Chattahoochee County,Donald Trump,REP,879
Georgia,Chattahoochee County,Joe Biden,DEM,667
Georgia,Chattahoochee County,Jo Jorgensen,LIB,35
Georgia,Chattahoochee County, Write-ins,WRI,8
Georgia,Chattooga County,Donald Trump,REP,8058
Georgia,Chattooga County,Joe Biden,DEM,1852
Georgia,Chattooga County,Jo Jorgensen,LIB,131
Georgia,Chattooga County, Write-ins,WRI,0
Georgia,Cherokee County,Donald Trump,REP,99474
Georgia,Cherokee County,Joe Biden,DEM,42683
Georgia,Cherokee County,Jo Jorgensen,LIB,2441
Georgia,Cherokee County, Write-ins,WRI,0
Georgia,Clarke County,Joe Biden,DEM,35882
Georgia,Clarke County,Donald Trump,REP,14385
Georgia,Clarke County,Jo Jorgensen,LIB,831
Georgia,Clarke County, Write-ins,WRI,0
Georgia,Clay County,Joe Biden,DEM,788
Georgia,Clay County,Donald Trump,REP,637
Georgia,Clay County,Jo Jorgensen,LIB,7
Georgia,Clay County, Write-ins,WRI,0
Georgia,Clayton County,Joe Biden,DEM,93629
Georgia,Clayton County,Donald Trump,REP,15595
Georgia,Clayton County,Jo Jorgensen,LIB,1032
Georgia,Clayton County, Write-ins,WRI,0
Georgia,Clinch County,Donald Trump,REP,2104
Georgia,Clinch County,Joe Biden,DEM,744
Georgia,Clinch County,Jo Jorgensen,LIB,12
Georgia,Clinch County, Write-ins,WRI,0
Georgia,Cobb County,Joe Biden,DEM,221234
Georgia,Cobb County,Donald Trump,REP,164965
Georgia,Cobb County,Jo Jorgensen,LIB,6415
Georgia,Cobb County, Write-ins,WRI,0
Georgia,Coffee County,Donald Trump,REP,10532
Georgia,Coffee County,Joe Biden,DEM,4463
Georgia,Coffee County,Jo Jorgensen,LIB,124
Georgia,Coffee County, Write-ins,WRI,23
Georgia,Colquitt County,Donald Trump,REP,11766
Georgia,Colquitt County,Joe Biden,DEM,4182
Georgia,Colquitt County,Jo Jorgensen,LIB,119
Georgia,Colquitt County, Write-ins,WRI,0
Georgia,Columbia County,Donald Trump,REP,49952
Georgia,Columbia County,Joe Biden,DEM,29175
Georgia,Columbia County,Jo Jorgensen,LIB,1327
Georgia,Columbia County, Write-ins,WRI,0
Georgia,Cook County,Donald Trump,REP,4900
Georgia,Cook County,Joe Biden,DEM,2058
Georgia,Cook County,Jo Jorgensen,LIB,76
Georgia,Cook County, Write-ins,WRI,0
Georgia,Coweta County,Donald Trump,REP,51405
Georgia,Coweta County,Joe Biden,DEM,24072
Georgia,Coweta County,Jo Jorgensen,LIB,1080
Georgia,Coweta County, Write-ins,WRI,0
Georgia,Crawford County,Donald Trump,REP,4421
Georgia,Crawford County,Joe Biden,DEM,1609
Georgia,Crawford County,Jo Jorgensen,LIB,59
Georgia,Crawford County, Write-ins,WRI,0
Georgia,Crisp County,Donald Trump,REP,4982
Georgia,Crisp County,Joe Biden,DEM,2980
Georgia,Crisp County,Jo Jorgensen,LIB,66
Georgia,Crisp County, Write-ins,WRI,13
Georgia,Dade County,Donald Trump,REP,6058
Georgia,Dade County,Joe Biden,DEM,1258
Georgia,Dade County,Jo Jorgensen,LIB,107
Georgia,Dade County, Write-ins,WRI,0
Georgia,Dawson County,Donald Trump,REP,13393
Georgia,Dawson County,Joe Biden,DEM,2486
Georgia,Dawson County,Jo Jorgensen,LIB,196
Georgia,Dawson County, Write-ins,WRI,0
Georgia,Decatur County,Donald Trump,REP,6752
Georgia,Decatur County,Joe Biden,DEM,4772
Georgia,Decatur County,Jo Jorgensen,LIB,89
Georgia,Decatur County, Write-ins,WRI,0
Georgia,DeKalb County,Joe Biden,DEM,305197
Georgia,DeKalb County,Donald Trump,REP,57993
Georgia,DeKalb County,Jo Jorgensen,LIB,4169
Georgia,Dodge County,Donald Trump,REP,5839
Georgia,Dodge County,Joe Biden,DEM,2170
Georgia,Dodge County,Jo Jorgensen,LIB,55
Georgia,Dodge County, Write-ins,WRI,0
Georgia,Dooly County,Donald Trump,REP,2155
Georgia,Dooly County,Joe Biden,DEM,1908
Georgia,Dooly County,Jo Jorgensen,LIB,35
Georgia,Dooly County, Write-ins,WRI,0
Georgia,Dougherty County,Joe Biden,DEM,24407
Georgia,Dougherty County,Donald Trump,REP,10419
Georgia,Dougherty County,Jo Jorgensen,LIB,277
Georgia,Dougherty County, Write-ins,WRI,0
Georgia,Douglas County,Joe Biden,DEM,42587
Georgia,Douglas County,Donald Trump,REP,25301
Georgia,Douglas County,Jo Jorgensen,LIB,827
Georgia,Douglas County, Write-ins,WRI,0
Georgia,Early County,Donald Trump,REP,2719
Georgia,Early County,Joe Biden,DEM,2437
Georgia,Early County,Jo Jorgensen,LIB,28
Georgia,Early County, Write-ins,WRI,0
Georgia,Echols County,Donald Trump,REP,1256
Georgia,Echols County,Joe Biden,DEM,167
Georgia,Echols County,Jo Jorgensen,LIB,18
Georgia,Effingham County,Donald Trump,REP,23340
Georgia,Effingham County,Joe Biden,DEM,7706
Georgia,Effingham County,Jo Jorgensen,LIB,491
Georgia,Effingham County, Write-ins,WRI,55
Georgia,Elbert County,Donald Trump,REP,6212
Georgia,Elbert County,Joe Biden,DEM,2858
Georgia,Elbert County,Jo Jorgensen,LIB,65
Georgia,Elbert County, Write-ins,WRI,0
Georgia,Emanuel County,Donald Trump,REP,6551
Georgia,Emanuel County,Joe Biden,DEM,2884
Georgia,Emanuel County,Jo Jorgensen,LIB,66
Georgia,Emanuel County, Write-ins,WRI,0
Georgia,Evans County,Donald Trump,REP,2888
Georgia,Evans County,Joe Biden,DEM,1323
Georgia,Evans County,Jo Jorgensen,LIB,35
Georgia,Fannin County,Donald Trump,REP,12144
Georgia,Fannin County,Joe Biden,DEM,2571
Georgia,Fannin County,Jo Jorgensen,LIB,110
Georgia,Fayette County,Donald Trump,REP,36312
Georgia,Fayette County,Joe Biden,DEM,31854
Georgia,Fayette County,Jo Jorgensen,LIB,930
Georgia,Floyd County,Donald Trump,REP,26843
Georgia,Floyd County,Joe Biden,DEM,10818
Georgia,Floyd County,Jo Jorgensen,LIB,494
Georgia,Forsyth County,Donald Trump,REP,85081
Georgia,Forsyth County,Joe Biden,DEM,42177
Georgia,Forsyth County,Jo Jorgensen,LIB,1979
Georgia,Franklin County,Donald Trump,REP,9066
Georgia,Franklin County,Joe Biden,DEM,1593
Georgia,Franklin County,Jo Jorgensen,LIB,103
Georgia,Franklin County, Write-ins,WRI,21
Georgia,Fulton County,Joe Biden,DEM,373569
Georgia,Fulton County,Donald Trump,REP,135043
Georgia,Fulton County,Jo Jorgensen,LIB,6082
Georgia,Gilmer County,Donald Trump,REP,13382
Georgia,Gilmer County,Joe Biden,DEM,2905
Georgia,Gilmer County,Jo Jorgensen,LIB,163
Georgia,Glascock County,Donald Trump,REP,1403
Georgia,Glascock County,Joe Biden,DEM,155
Georgia,Glascock County,Jo Jorgensen,LIB,8
Georgia,Glynn County,Donald Trump,REP,25581
Georgia,Glynn County,Joe Biden,DEM,15857
Georgia,Glynn County,Jo Jorgensen,LIB,488
Georgia,Glynn County, Write-ins,WRI,0
Georgia,Gordon County,Donald Trump,REP,19385
Georgia,Gordon County,Joe Biden,DEM,4382
Georgia,Gordon County,Jo Jorgensen,LIB,244
Georgia,Grady County,Donald Trump,REP,7027
Georgia,Grady County,Joe Biden,DEM,3608
Georgia,Grady County,Jo Jorgensen,LIB,54
Georgia,Grady County, Write-ins,WRI,0
Georgia,Greene County,Donald Trump,REP,7068
Georgia,Greene County,Joe Biden,DEM,4083
Georgia,Greene County,Jo Jorgensen,LIB,91
Georgia,Gwinnett County,Joe Biden,DEM,236336
Georgia,Gwinnett County,Donald Trump,REP,163937
Georgia,Gwinnett County,Jo Jorgensen,LIB,5408
Georgia,Gwinnett County, Write-ins,WRI,0
Georgia,Habersham County,Donald Trump,REP,16616
Georgia,Habersham County,Joe Biden,DEM,3559
Georgia,Habersham County,Jo Jorgensen,LIB,232
Georgia,Hall County,Donald Trump,REP,64105
Georgia,Hall County,Joe Biden,DEM,25002
Georgia,Hall County,Jo Jorgensen,LIB,1317
Georgia,Hall County, Write-ins,WRI,0
Georgia,Hancock County,Joe Biden,DEM,2982
Georgia,Hancock County,Donald Trump,REP,1159
Georgia,Hancock County,Jo Jorgensen,LIB,21
Georgia,Hancock County, Write-ins,WRI,0
Georgia,Haralson County,Donald Trump,REP,12326
Georgia,Haralson County,Joe Biden,DEM,1792
Georgia,Haralson County,Jo Jorgensen,LIB,124
Georgia,Haralson County, Write-ins,WRI,24
Georgia,Harris County,Donald Trump,REP,14305
Georgia,Harris County,Joe Biden,DEM,5450
Georgia,Harris County,Jo Jorgensen,LIB,214
Georgia,Hart County,Donald Trump,REP,9460
Georgia,Hart County,Joe Biden,DEM,3155
Georgia,Hart County,Jo Jorgensen,LIB,106
Georgia,Heard County,Donald Trump,REP,4515
Georgia,Heard County,Joe Biden,DEM,823
Georgia,Heard County,Jo Jorgensen,LIB,50
Georgia,Heard County, Write-ins,WRI,6
Georgia,Henry County,Joe Biden,DEM,73118
Georgia,Henry County,Donald Trump,REP,48136
Georgia,Henry County,Jo Jorgensen,LIB,1275
Georgia,Henry County, Write-ins,WRI,0
Georgia,Houston County,Donald Trump,REP,41468
Georgia,Houston County,Joe Biden,DEM,32149
Georgia,Houston County,Jo Jorgensen,LIB,1053
Georgia,Irwin County,Donald Trump,REP,3128
Georgia,Irwin County,Joe Biden,DEM,1007
Georgia,Irwin County,Jo Jorgensen,LIB,26
Georgia,Irwin County, Write-ins,WRI,3
Georgia,Jackson County,Donald Trump,REP,29491
Georgia,Jackson County,Joe Biden,DEM,7641
Georgia,Jackson County,Jo Jorgensen,LIB,531
Georgia,Jasper County,Donald Trump,REP,5809
Georgia,Jasper County,Joe Biden,DEM,1759
Georgia,Jasper County,Jo Jorgensen,LIB,61
Georgia,Jeff Davis County,Donald Trump,REP,4695
Georgia,Jeff Davis County,Joe Biden,DEM,1028
Georgia,Jeff Davis County,Jo Jorgensen,LIB,48
Georgia,Jefferson County,Joe Biden,DEM,4053
Georgia,Jefferson County,Donald Trump,REP,3534
Georgia,Jefferson County,Jo Jorgensen,LIB,44
Georgia,Jefferson County, Write-ins,WRI,10
Georgia,Jenkins County,Donald Trump,REP,2158
Georgia,Jenkins County,Joe Biden,DEM,1265
Georgia,Jenkins County,Jo Jorgensen,LIB,28
Georgia,Johnson County,Donald Trump,REP,2850
Georgia,Johnson County,Joe Biden,DEM,1222
Georgia,Johnson County,Jo Jorgensen,LIB,28
Georgia,Jones County,Donald Trump,REP,9960
Georgia,Jones County,Joe Biden,DEM,4884
Georgia,Jones County,Jo Jorgensen,LIB,112
Georgia,Jones County, Write-ins,WRI,0
Georgia,Lamar County,Donald Trump,REP,6322
Georgia,Lamar County,Joe Biden,DEM,2612
Georgia,Lamar County,Jo Jorgensen,LIB,94
Georgia,Lanier County,Donald Trump,REP,2509
Georgia,Lanier County,Joe Biden,DEM,1019
Georgia,Lanier County,Jo Jorgensen,LIB,48
Georgia,Laurens County,Donald Trump,REP,14351
Georgia,Laurens County,Joe Biden,DEM,7875
Georgia,Laurens County,Jo Jorgensen,LIB,162
Georgia,Laurens County, Write-ins,WRI,0
Georgia,Lee County,Donald Trump,REP,11998
Georgia,Lee County,Joe Biden,DEM,4556
Georgia,Lee County,Jo Jorgensen,LIB,148
Georgia,Lee County, Write-ins,WRI,0
Georgia,Liberty County,Joe Biden,DEM,13051
Georgia,Liberty County,Donald Trump,REP,7944
Georgia,Liberty County,Jo Jorgensen,LIB,331
Georgia,Lincoln County,Donald Trump,REP,3175
Georgia,Lincoln County,Joe Biden,DEM,1432
Georgia,Lincoln County,Jo Jorgensen,LIB,36
Georgia,Long County,Donald Trump,REP,3508
Georgia,Long County,Joe Biden,DEM,2015
Georgia,Long County,Jo Jorgensen,LIB,94
Georgia,Lowndes County,Donald Trump,REP,25520
Georgia,Lowndes County,Joe Biden,DEM,19832
Georgia,Lowndes County,Jo Jorgensen,LIB,538
Georgia,Lowndes County, Write-ins,WRI,0
Georgia,Lumpkin County,Donald Trump,REP,12160
Georgia,Lumpkin County,Joe Biden,DEM,3122
Georgia,Lumpkin County,Jo Jorgensen,LIB,242
Georgia,McDuffie County,Donald Trump,REP,6165
Georgia,McDuffie County,Joe Biden,DEM,4168
Georgia,McDuffie County,Jo Jorgensen,LIB,117
Georgia,McDuffie County, Write-ins,WRI,1
Georgia,McIntosh County,Donald Trump,REP,4016
Georgia,McIntosh County,Joe Biden,DEM,2611
Georgia,McIntosh County,Jo Jorgensen,LIB,68
Georgia,Macon County,Joe Biden,DEM,2857
Georgia,Macon County,Donald Trump,REP,1783
Georgia,Macon County,Jo Jorgensen,LIB,22
Georgia,Madison County,Donald Trump,REP,11146
Georgia,Madison County,Joe Biden,DEM,3364
Georgia,Madison County,Jo Jorgensen,LIB,196
Georgia,Marion County,Donald Trump,REP,2275
Georgia,Marion County,Joe Biden,DEM,1311
Georgia,Marion County,Jo Jorgensen,LIB,38
Georgia,Meriwether County,Donald Trump,REP,6522
Georgia,Meriwether County,Joe Biden,DEM,4281
Georgia,Meriwether County,Jo Jorgensen,LIB,66
Georgia,Meriwether County, Write-ins,WRI,0
Georgia,Miller County,Donald Trump,REP,2063
Georgia,Miller County,Joe Biden,DEM,747
Georgia,Miller County,Jo Jorgensen,LIB,20
Georgia,Mitchell County,Donald Trump,REP,4933
Georgia,Mitchell County,Joe Biden,DEM,3990
Georgia,Mitchell County,Jo Jorgensen,LIB,33
Georgia,Mitchell County, Write-ins,WRI,0
Georgia,Monroe County,Donald Trump,REP,11053
Georgia,Monroe County,Joe Biden,DEM,4382
Georgia,Monroe County,Jo Jorgensen,LIB,148
Georgia,Monroe County, Write-ins,WRI,0
Georgia,Montgomery County,Donald Trump,REP,2959
Georgia,Montgomery County,Joe Biden,DEM,976
Georgia,Montgomery County,Jo Jorgensen,LIB,27
Georgia,Montgomery County, Write-ins,WRI,0
Georgia,Morgan County,Donald Trump,REP,8218
Georgia,Morgan County,Joe Biden,DEM,3349
Georgia,Morgan County,Jo Jorgensen,LIB,122
Georgia,Murray County,Donald Trump,REP,12938
Georgia,Murray County,Joe Biden,DEM,2300
Georgia,Murray County,Jo Jorgensen,LIB,144
Georgia,Muscogee County,Joe Biden,DEM,49201
Georgia,Muscogee County,Donald Trump,REP,29949
Georgia,Muscogee County,Jo Jorgensen,LIB,954
Georgia,Muscogee County, Write-ins,WRI,112
Georgia,Newton County,Joe Biden,DEM,29754
Georgia,Newton County,Donald Trump,REP,23847
Georgia,Newton County,Jo Jorgensen,LIB,576
Georgia,Newton County, Write-ins,WRI,0
Georgia,Oconee County,Donald Trump,REP,16590
Georgia,Oconee County,Joe Biden,DEM,8156
Georgia,Oconee County,Jo Jorgensen,LIB,411
Georgia,Oconee County, Write-ins,WRI,0
Georgia,Oglethorpe County,Donald Trump,REP,5591
Georgia,Oglethorpe County,Joe Biden,DEM,2435
Georgia,Oglethorpe County,Jo Jorgensen,LIB,100
Georgia,Paulding County,Donald Trump,REP,54460
Georgia,Paulding County,Joe Biden,DEM,29658
Georgia,Paulding County,Jo Jorgensen,LIB,1155
Georgia,Peach County,Donald Trump,REP,6491
Georgia,Peach County,Joe Biden,DEM,5910
Georgia,Peach County,Jo Jorgensen,LIB,122
Georgia,Pickens County,Donald Trump,REP,14074
Georgia,Pickens County,Joe Biden,DEM,2806
Georgia,Pickens County,Jo Jorgensen,LIB,233
Georgia,Pierce County,Donald Trump,REP,7899
Georgia,Pierce County,Joe Biden,DEM,1099
Georgia,Pierce County,Jo Jorgensen,LIB,49
Georgia,Pierce County, Write-ins,WRI,0
Georgia,Pike County,Donald Trump,REP,9124
Georgia,Pike County,Joe Biden,DEM,1503
Georgia,Pike County,Jo Jorgensen,LIB,88
Georgia,Polk County,Donald Trump,REP,13576
Georgia,Polk County,Joe Biden,DEM,3650
Georgia,Polk County,Jo Jorgensen,LIB,149
Georgia,Pulaski County,Donald Trump,REP,2805
Georgia,Pulaski County,Joe Biden,DEM,1217
Georgia,Pulaski County,Jo Jorgensen,LIB,37
Georgia,Putnam County,Donald Trump,REP,8207
Georgia,Putnam County,Joe Biden,DEM,3340
Georgia,Putnam County,Jo Jorgensen,LIB,109
Georgia,Quitman County,Donald Trump,REP,604
Georgia,Quitman County,Joe Biden,DEM,497
Georgia,Quitman County,Jo Jorgensen,LIB,5
Georgia,Quitman County, Write-ins,WRI,0
Georgia,Rabun County,Donald Trump,REP,7472
Georgia,Rabun County,Joe Biden,DEM,1984
Georgia,Rabun County,Jo Jorgensen,LIB,110
